geo,time_period,obs_value
EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2020,8442.4
EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2021,8949.5
EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2022,9396.5
EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2023,9802.6
EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2024,10273.6
FINLAND,2004,123.4
FINLAND,2005,130.4
FINLAND,2006,135.4
FINLAND,2007,138.8
FINLAND,2008,138.0
FINLAND,2009,136.1
FINLAND,2010,140.4
FINLAND,2011,141.5
FINLAND,2012,151.3
FINLAND,2013,155.8
FINLAND,2014,153.0
FINLAND,2015,155.9
FINLAND,2016,160.6
FINLAND,2017,166.0
FINLAND,2018,169.3
FINLAND,2019,174.5
FINLAND,2020,191.5
FINLAND,2021,188.0
FINLAND,2022,197.9
FINLAND,2023,200.7
FINLAND,2024,204.0
FRANCE,2004,972.1
FRANCE,2005,1009.7
FRANCE,2006,1047.2
FRANCE,2007,1006.1
FRANCE,2008,1021.4
FRANCE,2009,1041.8
FRANCE,2010,1045.5
FRANCE,2011,698.2
FRANCE,2012,686.5
FRANCE,2013,768.5
FRANCE,2014,853.4
FRANCE,2015,906.7
FRANCE,2016,968.7
FRANCE,2017,1017.9
FRANCE,2018,1061.2
FRANCE,2019,1131.6
FRANCE,2020,1218.9
FRANCE,2021,1238.8
FRANCE,2022,1215.5
FRANCE,2023,1349.0
FRANCE,2024,1394.9
CROATIA,2004,25.9
CROATIA,2005,29.1
CROATIA,2006,31.2
CROATIA,2007,35.8
CROATIA,2008,41.3
CROATIA,2009,40.2
CROATIA,2010,36.9
CROATIA,2011,39.3
CROATIA,2012,39.4
CROATIA,2013,39.6
CROATIA,2014,42.7
CROATIA,2015,43.2
CROATIA,2016,52.4
CROATIA,2017,51.3
CROATIA,2018,54.1
CROATIA,2019,51.5
CROATIA,2020,57.6
CROATIA,2021,57.8
CROATIA,2022,61.2
CROATIA,2023,69.9
CROATIA,2024,83.4
HUNGARY,2004,170.6
HUNGARY,2005,162.5
HUNGARY,2006,168.5
HUNGARY,2007,168.2
HUNGARY,2008,169.8
HUNGARY,2009,157.8
HUNGARY,2010,160.8
HUNGARY,2011,102.0
HUNGARY,2012,123.5
HUNGARY,2013,136.8
HUNGARY,2014,144.2
HUNGARY,2015,152.6
HUNGARY,2016,158.1
HUNGARY,2017,157.7
HUNGARY,2018,165.3
HUNGARY,2019,151.0
HUNGARY,2020,168.4
HUNGARY,2021,180.9
HUNGARY,2022,193.9
HUNGARY,2023,198.5
HUNGARY,2024,211.1
IRELAND,2004,68.3
IRELAND,2005,67.9
IRELAND,2006,69.0
IRELAND,2007,77.1
IRELAND,2008,77.1
IRELAND,2009,76.2
IRELAND,2010,77.4
IRELAND,2011,88.8
IRELAND,2012,89.7
IRELAND,2013,91.6
IRELAND,2014,94.4
IRELAND,2015,94.9
IRELAND,2016,104.6
IRELAND,2017,108.5
IRELAND,2018,107.0
IRELAND,2019,112.6
IRELAND,2020,129.4
IRELAND,2021,153.0
IRELAND,2022,162.1
IRELAND,2023,166.7
IRELAND,2024,173.4
ICELAND,2011,6.1
ICELAND,2012,5.7
ICELAND,2013,6.7
ICELAND,2014,7.3
ICELAND,2015,8.0
ICELAND,2016,8.6
ICELAND,2017,9.1
ICELAND,2018,8.6
ICELAND,2019,8.6
ICELAND,2020,9.1
ICELAND,2021,7.8
ICELAND,2022,8.8
ICELAND,2023,9.8
ICELAND,2024,9.7
ITALY,2004,649.4
ITALY,2005,665.2
ITALY,2006,698.6
ITALY,2007,704.1
ITALY,2008,721.5
ITALY,2009,735.8
ITALY,2010,713.6
ITALY,2011,676.7
ITALY,2012,705.3
ITALY,2013,716.9
ITALY,2014,724.3
ITALY,2015,730.0
ITALY,2016,758.8
ITALY,2017,773.6
ITALY,2018,816.5
ITALY,2019,815.5
ITALY,2020,817.1
ITALY,2021,848.6
ITALY,2022,898.2
ITALY,2023,970.4
ITALY,2024,945.4
LITHUANIA,2004,25.6
LITHUANIA,2005,22.4
LITHUANIA,2006,20.1
LITHUANIA,2007,24.8
LITHUANIA,2008,27.3
LITHUANIA,2009,24.1
LITHUANIA,2010,22.7
LITHUANIA,2011,22.9
LITHUANIA,2012,24.3
LITHUANIA,2013,23.5
LITHUANIA,2014,23.0
LITHUANIA,2015,28.0
LITHUANIA,2016,34.1
LITHUANIA,2017,36.9
LITHUANIA,2018,37.5
LITHUANIA,2019,41.9
LITHUANIA,2020,44.5
LITHUANIA,2021,52.2
LITHUANIA,2022,61.7
LITHUANIA,2023,70.5
LITHUANIA,2024,77.6
LUXEMBOURG,2004,7.3
LUXEMBOURG,2005,8.1
LUXEMBOURG,2006,6.5
LUXEMBOURG,2007,7.4
LUXEMBOURG,2008,9.7
LUXEMBOURG,2009,9.9
LUXEMBOURG,2010,10.2
LUXEMBOURG,2011,9.7
LUXEMBOURG,2012,11.8
LUXEMBOURG,2013,11.3
LUXEMBOURG,2014,12.6
LUXEMBOURG,2015,12.8
LUXEMBOURG,2016,13.4
LUXEMBOURG,2017,14.1
LUXEMBOURG,2018,16.6
LUXEMBOURG,2019,17.7
LUXEMBOURG,2020,18.5
LUXEMBOURG,2021,20.5
LUXEMBOURG,2022,23.9
LUXEMBOURG,2023,25.8
LUXEMBOURG,2024,26.0
LATVIA,2004,27.1
LATVIA,2005,29.2
LATVIA,2006,27.4
LATVIA,2007,28.0
LATVIA,2008,29.0
LATVIA,2009,24.5
LATVIA,2010,23.6
LATVIA,2011,21.5
LATVIA,2012,19.3
LATVIA,2013,21.6
LATVIA,2014,22.4
LATVIA,2015,24.4
LATVIA,2016,24.2
LATVIA,2017,25.3
LATVIA,2018,23.1
LATVIA,2019,28.1
LATVIA,2020,32.3
LATVIA,2021,32.7
LATVIA,2022,39.2
LATVIA,2023,39.2
LATVIA,2024,43.1
MONTENEGRO,2011,3.5
MONTENEGRO,2012,3.8
MONTENEGRO,2013,4.3
MONTENEGRO,2014,5.0
MONTENEGRO,2015,5.3
MONTENEGRO,2016,4.7
MONTENEGRO,2017,5.3
MONTENEGRO,2018,4.5
MONTENEGRO,2019,4.5
MONTENEGRO,2020,5.4
NORTH MACEDONIA,2011,8.6
NORTH MACEDONIA,2012,8.5
NORTH MACEDONIA,2013,8.8
NORTH MACEDONIA,2014,10.3
NORTH MACEDONIA,2015,12.3
NORTH MACEDONIA,2016,12.8
NORTH MACEDONIA,2017,11.8
NORTH MACEDONIA,2018,12.0
NORTH MACEDONIA,2019,15.1
NORTH MACEDONIA,2020,18.4
MALTA,2004,7.8
MALTA,2005,7.2
MALTA,2006,6.1
MALTA,2007,9.1
MALTA,2008,8.7
MALTA,2009,7.5
MALTA,2010,7.6
MALTA,2011,5.6
MALTA,2012,5.9
MALTA,2013,6.1
MALTA,2014,6.8
MALTA,2015,7.5
MALTA,2016,8.2
MALTA,2017,9.4
MALTA,2018,11.4
MALTA,2019,11.6
MALTA,2020,11.3
MALTA,2021,12.6
MALTA,2022,14.3
MALTA,2023,14.3
MALTA,2024,16.7
NETHERLANDS,2004,327.7
NETHERLANDS,2005,310.5
NETHERLANDS,2006,302.1
NETHERLANDS,2007,300.4
NETHERLANDS,2008,314.0
NETHERLANDS,2009,316.2
NETHERLANDS,2010,326.1
NETHERLANDS,2011,377.6
NETHERLANDS,2012,377.4
NETHERLANDS,2013,387.3
NETHERLANDS,2014,394.4
NETHERLANDS,2015,414.4
NETHERLANDS,2016,427.3
NETHERLANDS,2017,433.9
NETHERLANDS,2018,468.9
NETHERLANDS,2019,504.6
NETHERLANDS,2020,527.1
NETHERLANDS,2021,620.6
NETHERLANDS,2022,685.0
NETHERLANDS,2023,673.7
NETHERLANDS,2024,684.4
NORWAY,2011,110.3
NORWAY,2012,113.6
NORWAY,2013,117.9
NORWAY,2014,118.9
NORWAY,2015,118.0
NORWAY,2016,111.4
NORWAY,2017,121.3
NORWAY,2018,122.0
NORWAY,2019,126.0
NORWAY,2020,136.3
NORWAY,2021,148.6
NORWAY,2022,146.4
NORWAY,2023,153.8
NORWAY,2024,159.2
POLAND,2004,342.2
POLAND,2005,368.5
POLAND,2006,409.6
POLAND,2007,449.3
POLAND,2008,473.1
POLAND,2009,499.4
POLAND,2010,470.2
POLAND,2011,354.5
POLAND,2012,393.2
POLAND,2013,403.4
POLAND,2014,413.1
POLAND,2015,424.4
POLAND,2016,432.5
POLAND,2017,452.0
POLAND,2018,486.3
POLAND,2019,547.0
POLAND,2020,593.9
POLAND,2021,625.5
POLAND,2022,644.6
POLAND,2023,744.1
POLAND,2024,770.6
PORTUGAL,2004,113.9
PORTUGAL,2005,121.0
PORTUGAL,2006,131.2
PORTUGAL,2007,137.6
PORTUGAL,2008,130.5
PORTUGAL,2009,138.4
PORTUGAL,2010,140.5
PORTUGAL,2011,90.8
PORTUGAL,2012,94.8
PORTUGAL,2013,104.6
PORTUGAL,2014,138.3
PORTUGAL,2015,132.0
PORTUGAL,2016,138.4
PORTUGAL,2017,134.8
PORTUGAL,2018,150.5
PORTUGAL,2019,175.3
PORTUGAL,2020,188.3
PORTUGAL,2021,216.6
PORTUGAL,2022,220.0
PORTUGAL,2023,229.7
PORTUGAL,2024,262.1
ROMANIA,2005,123.1
ROMANIA,2006,184.6
ROMANIA,2007,197.7
ROMANIA,2008,198.7
ROMANIA,2009,190.7
ROMANIA,2010,161.3
ROMANIA,2011,124.9
ROMANIA,2012,139.3
ROMANIA,2013,136.7
ROMANIA,2014,139.9
ROMANIA,2015,160.8
ROMANIA,2016,167.7
ROMANIA,2017,185.4
ROMANIA,2018,190.1
ROMANIA,2019,197.2
ROMANIA,2020,202.7
ROMANIA,2021,203.0
ROMANIA,2022,215.0
ROMANIA,2023,196.2
ROMANIA,2024,221.6
SERBIA,2013,42.8
SERBIA,2014,50.1
SERBIA,2015,56.8
SERBIA,2016,61.8
SERBIA,2017,64.0
SERBIA,2018,68.1
SERBIA,2019,74.4
SERBIA,2020,79.1
SERBIA,2021,96.0
SERBIA,2022,99.8
SERBIA,2023,120.5
SERBIA,2024,122.7
SWEDEN,2004,244.8
SWEDEN,2005,267.5
SWEDEN,2006,269.1
SWEDEN,2007,278.8
SWEDEN,2008,290.8
SWEDEN,2009,287.0
SWEDEN,2010,288.6
SWEDEN,2011,258.3
SWEDEN,2012,270.0
SWEDEN,2013,267.2
SWEDEN,2014,276.9
SWEDEN,2015,293.8
SWEDEN,2016,310.8
SWEDEN,2017,332.8
SWEDEN,2018,346.6
SWEDEN,2019,359.8
SWEDEN,2020,379.7
SWEDEN,2021,405.5
SWEDEN,2022,447.7
SWEDEN,2023,457.9
SWEDEN,2024,450.7
SLOVENIA,2004,29.7
SLOVENIA,2005,33.9
SLOVENIA,2006,35.1
SLOVENIA,2007,33.4
SLOVENIA,2008,36.5
SLOVENIA,2009,36.7
SLOVENIA,2010,36.0
SLOVENIA,2011,33.1
SLOVENIA,2012,30.7
SLOVENIA,2013,30.4
SLOVENIA,2014,32.1
SLOVENIA,2015,33.0
SLOVENIA,2016,32.1
SLOVENIA,2017,36.1
SLOVENIA,2018,39.0
SLOVENIA,2019,38.5
SLOVENIA,2020,42.5
SLOVENIA,2021,46.5
SLOVENIA,2022,44.7
SLOVENIA,2023,37.2
SLOVENIA,2024,42.8
SLOVAKIA,2004,60.6
SLOVAKIA,2005,69.7
SLOVAKIA,2006,81.3
SLOVAKIA,2007,86.5
SLOVAKIA,2008,86.1
SLOVAKIA,2009,83.3
SLOVAKIA,2010,85.1
SLOVAKIA,2011,62.3
SLOVAKIA,2012,58.4
SLOVAKIA,2013,59.4
SLOVAKIA,2014,65.3
SLOVAKIA,2015,68.1
SLOVAKIA,2016,73.2
SLOVAKIA,2017,70.5
SLOVAKIA,2018,82.1
SLOVAKIA,2019,95.6
SLOVAKIA,2020,105.8
SLOVAKIA,2021,110.5
SLOVAKIA,2022,111.5
SLOVAKIA,2023,110.7
SLOVAKIA,2024,121.3
TÜRKIYE,2011,239.3
TÜRKIYE,2012,283.7
TÜRKIYE,2013,287.1
TÜRKIYE,2014,300.3
TÜRKIYE,2015,319.5
TÜRKIYE,2016,324.5
TÜRKIYE,2017,350.6
TÜRKIYE,2018,361.1
TÜRKIYE,2019,361.7
TÜRKIYE,2020,373.2
TÜRKIYE,2021,405.5
TÜRKIYE,2022,473.9
TÜRKIYE,2023,481.6
TÜRKIYE,2024,492.6
UNITED KINGDOM,2011,1391.9
UNITED KINGDOM,2012,1460.6
UNITED KINGDOM,2013,1476.7
UNITED KINGDOM,2014,1516.8
UNITED KINGDOM,2015,1623.6
UNITED KINGDOM,2016,1674.0
UNITED KINGDOM,2017,1657.3
UNITED KINGDOM,2018,1737.2
UNITED KINGDOM,2019,1807.0
